348	Fol  171r	FL27548124	4015	5410
349	Fol  171v	FL27548150	4015	5410
350	Fol  172r	FL27548169	4015	5410
351	Fol  172v	FL27548184	4015	5410
352	Fol  173r	FL27548201	4015	5410
353	Fol  173v	FL27548218	4015	5410
354	Fol  174r	FL27548232	4015	5410
355	Fol  174v	FL27548252	4015	5410
356	Fol  175r	FL27548274	4015	5410
357	Fol  175v	FL27548285	4015	5410
358	Fol  176r	FL27548299	4015	5410
359	Fol  176v	FL27548315	4015	5410
360	Fol  177r	FL27548336	4015	5410
361	Fol  177v	FL27548360	4015	5410
362	Fol  178r	FL27548387	4015	5410
363	Fol  178v	FL27548403	4015	5410
364	Fol  179r	FL27548428	4015	5410
365	Fol  179v	FL27548444	4015	5410
366	Fol  180r	FL27548468	4015	5410
367	Fol  180v	FL27548485	4015	5410
368	Fol  181r	FL27548505	4015	5410
369	Fol  181v	FL27548521	4015	5410
370	Flyleaf	FL27548536	4015	5410
371	Back cover	FL27548550	4015	5410
